# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 17 13:39:03 2026
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Transit%'
# CONSTRAINT:  and disc_year = 2026
# CONSTRAINT:  and soltype like '%confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TIC 290487717 b,TIC 290487717,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.40081822900,,6.63777941,0.59218403,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5328.97,0.943767,,,,4.462200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h16m20.89s,139.0870563,+02d33m02.90s,2.5508053,395.57400000,13.4920000,11.5330000,13.2310000,2026-04-23,2026-03,2026-04-23
TIC 294329732 b,TIC 294329732,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,9.75658761810,,2.07692266,0.18529095,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5201.93,0.920172,,,,4.479600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h16m28.27s,109.1177907,-58d14m13.74s,-58.2371507,189.33300000,12.2300000,10.0930000,11.8837000,2026-04-23,2026-03,2026-04-23
TIC 32032563 b,TIC 32032563,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,13.83460487791,,3.47739942,0.31023333,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5567.93,1.001880,,,,4.383500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h44m21.73s,56.0905221,-68d51m29.00s,-68.8580554,507.85800000,13.4530000,11.7810000,13.2659000,2026-04-23,2026-03,2026-04-23
TIC 320419023 b,TIC 320419023,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.26375651589,,2.77280763,0.24737375,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5703.36,0.952319,,,,4.376500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h52m17.43s,118.0726215,+11d49m27.04s,11.8241773,288.89300000,12.1570000,10.6930000,12.0672000,2026-04-23,2026-03,2026-04-23
TIC 34085383 b,TIC 34085383,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.47793368523,,3.91982296,0.34970378,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4694.84,0.809951,,,,4.567200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m56.49s,59.2353630,-07d22m32.59s,-7.3757198,149.12000000,12.5520000,10.0120000,12.2304000,2026-04-23,2026-03,2026-04-23
TIC 349520724 b,TIC 349520724,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,7.94044635021,,2.82626313,0.25214274,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5098.60,0.818771,,,,4.516100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h24m55.54s,111.2314215,-64d38m23.44s,-64.6398433,241.10500000,13.0080000,10.7910000,12.7463000,2026-04-23,2026-03,2026-04-23
TIC 356227008 b,TIC 356227008,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.96147448702,,2.39024009,0.21324331,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5731.86,0.959792,,,,4.485100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h49m00.20s,267.2508238,+50d07m50.91s,50.1308080,387.60900000,12.9960000,11.3670000,12.8356000,2026-04-23,2026-03,2026-04-23
TIC 38825265 b,TIC 38825265,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.31336980985,,2.18869476,0.19526260,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4375.52,0.664503,,,,4.657300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m59.83s,68.2492759,-65d12m14.28s,-65.2039666,165.63800000,14.1340000,10.8950000,13.6610000,2026-04-23,2026-03,2026-04-23
TIC 38828280 b,TIC 38828280,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.85558984762,,2.62701629,0.23436710,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5046.63,0.741147,,,,4.591400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m34.23s,68.3926457,-62d10m10.97s,-62.1697135,286.41500000,13.6920000,11.3920000,13.3519000,2026-04-23,2026-03,2026-04-23
TIC 390586021 b,TIC 390586021,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.74703755819,,2.86009388,0.25516093,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4434.81,0.726565,,,,4.638900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h19m17.42s,199.8225789,-31d27m55.83s,-31.4655097,114.55800000,13.0790000,9.9120000,12.6005000,2026-04-23,2026-03,2026-04-23
TIC 423703298 b,TIC 423703298,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.03712711976,,2.77230429,0.24732885,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4540.37,0.729825,,,,4.610900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h31m44.65s,22.9360486,-17d00m48.84s,-17.0135676,136.19100000,12.9230000,10.1050000,12.5367000,2026-04-23,2026-03,2026-04-23
TIC 437041147 b,TIC 437041147,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.82301421497,,2.21526814,0.19763333,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5224.36,0.961092,,,,4.429900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m47.52s,132.9480195,+06d45m53.41s,6.7648369,246.60000000,12.1740000,10.4760000,12.1573000,2026-04-23,2026-03,2026-04-23
TIC 445839811 b,TIC 445839811,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,11.10862603180,,2.47771211,0.22104705,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5408.25,0.850041,,,,4.501700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h20m28.52s,200.1188173,+48d24m26.17s,48.4072699,235.65500000,12.3730000,10.6430000,12.2126000,2026-04-23,2026-03,2026-04-23
TIC 62895484 b,TIC 62895484,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.83985434327,,3.49391667,0.31170690,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5520.79,0.874291,,,,4.456700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h46m33.25s,116.6385519,+22d35m25.34s,22.5903733,294.85700000,12.6580000,10.9940000,12.5416000,2026-04-23,2026-03,2026-04-23
TIC 65612701 b,TIC 65612701,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,10.22467974953,,5.07802804,0.45303210,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5692.29,1.737090,,,,4.082800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h41m53.72s,310.4738195,+36d20m19.78s,36.3388288,151.62400000,9.4480000,7.9560000,9.3462100,2026-04-23,2026-03,2026-04-23
TIC 67686059 b,TIC 67686059,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.52163529551,,2.59125922,0.23117706,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5090.09,0.820458,,,,4.553500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h19m32.24s,19.8843370,-35d17m34.85s,-35.2930148,249.20300000,12.9920000,10.9240000,12.7696000,2026-04-23,2026-03,2026-04-23
TIC 77319217 b,TIC 77319217,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,7.54830765124,,3.10879526,0.27734861,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5961.52,1.184390,,,,4.276500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h44m09.77s,71.0406969,-39d53m51.37s,-39.8976018,267.62000000,11.4970000,9.9600000,11.2264000,2026-04-23,2026-03,2026-04-23
TIC 77552382 b,TIC 77552382,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.51025904942,,5.69176189,0.50778586,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4981.07,0.886956,,,,4.524900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h10m03.21s,152.5133767,-04d54m12.69s,-4.9035250,373.41500000,13.8920000,11.6810000,13.6134000,2026-04-23,2026-03,2026-04-23
TIC 86380416 b,TIC 86380416,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,6.04086434610,,2.41236120,0.21521682,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5723.74,0.989724,,,,4.419700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h40m38.49s,145.1603760,+65d43m58.06s,65.7327948,244.68000000,11.8350000,10.2590000,11.6140000,2026-04-23,2026-03,2026-04-23
TIC 87422071 b,TIC 87422071,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAJDOS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...708A.189G/abstract target=ref>Gajdo&scaron; et al. 2026</a>,11.36492900000,0.1060000000,10.86150230,0.96900000,409.99864503,1.29000000,Mass,0.124000,,1110.00,0,<a refstr=GAJDOS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...708A.189G/abstract target=ref>Gajdo&scaron; et al. 2026</a>,,6150.00,1.489000,1.239000,0.1600,[Fe/H],4.183000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h12m08.30s,273.0346013,-44d14m36.26s,-44.2434042,384.75800000,11.9820000,10.2230000,11.6121000,2026-04-30,2026-04,2026-04-30
TIC 88692598 b,TIC 88692598,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.64909436758,,1.81295951,0.16174169,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,3483.17,0.532473,,,,4.086500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h56m50.62s,149.2109097,+47d46m14.41s,47.7706699,73.52580000,13.9530000,9.7800000,13.1046000,2026-04-23,2026-03,2026-04-23
TOI-1036 b,TOI-1036,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.77952125496,,6.28499593,0.56071075,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5664.68,1.175540,,,,4.258200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h31m28.11s,157.8671116,-42d14m25.61s,-42.2404483,184.01500000,10.9730000,9.2910000,10.7369000,2026-04-23,2026-03,2026-04-23
TOI-1080 b,TOI-1080,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOMEZ_MAQUEO_CHEW_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..417G/abstract target=ref>G&oacute;mez Maqueo Chew et al. 2026</a>,3.96524820000,0.0272000000,1.20000000,0.10705701,10.70000000,0.03366596,Mass,,4.3500,368.00,0,<a refstr=GOMEZ_MAQUEO_CHEW_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..417G/abstract target=ref>G&oacute;mez Maqueo Chew et al. 2026</a>,M4.0&plusmn;1.0 V,3065.00,0.201900,0.166700,-0.0900,[Fe/H],5.049000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h25m28.40s,276.3683249,-52d12m52.46s,-52.2145730,25.55900000,15.3490000,10.1700000,14.0343000,2026-03-19,2026-03,2026-03-19
TOI-1105 b,TOI-1105,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,10.86818410933,,3.05823658,0.27283806,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4678.46,0.755833,,,,4.577600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h44m12.95s,146.0539694,-89d28m17.45s,-89.4715133,79.52250000,11.3290000,8.7620000,10.9220000,2026-04-23,2026-03,2026-04-23
TOI-1226 b,TOI-1226,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.92880881576,,2.41011120,0.21501609,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5434.91,0.986943,,,,4.413800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h55m01.16s,103.7548364,-69d52m01.67s,-69.8671293,257.93000000,12.1180000,10.4730000,12.0245000,2026-04-23,2026-03,2026-04-23
TOI-1232 b,TOI-1232,1,1,2,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MIHAYLOV_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..173M/abstract target=ref>Mihaylov et al. 2026</a>,14.25600000000,0.1170000000,10.92875618,0.97500000,220.57291446,0.69400000,Mass,0.065000,,,1,<a refstr=MIHAYLOV_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..173M/abstract target=ref>Mihaylov et al. 2026</a>,G1 V,5823.00,1.072000,1.058000,0.1800,[Fe/H],4.403000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h46m00.34s,116.5013990,-61d52m47.26s,-61.8797935,328.60400000,12.6800000,10.6970000,12.2653000,2026-04-09,2026-03,2026-04-09
TOI-1232 c,TOI-1232,1,1,2,Transit Timing Variations,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MIHAYLOV_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..173M/abstract target=ref>Mihaylov et al. 2026</a>,30.35600000000,0.1940000000,,,58.48042689,0.18400000,Mass,0.027000,,,0,<a refstr=MIHAYLOV_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..173M/abstract target=ref>Mihaylov et al. 2026</a>,G1 V,5823.00,1.072000,1.058000,0.1800,[Fe/H],4.403000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h46m00.34s,116.5013990,-61d52m47.26s,-61.8797935,328.60400000,12.6800000,10.6970000,12.2653000,2026-04-09,2026-03,2026-04-09
TOI-1243 b,TOI-1243,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POULTOURTZIDIS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.106P/abstract target=ref>Poultourtzidis et al. 2026</a>,4.65947790000,,2.33000000,0.20786903,7.70000000,0.02422691,Mass,,,450.00,0,<a refstr=POULTOURTZIDIS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.106P/abstract target=ref>Poultourtzidis et al. 2026</a>,M2.0 V,3515.00,0.511000,0.515000,-0.2000,[Fe/H],4.730000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h02m55.83s,135.7326412,+71d38m11.10s,71.6364158,43.18650000,13.4270000,8.8780000,12.3590000,2026-02-05,2026-03,2026-02-05
TOI-1269 c,TOI-1269,1,1,2,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,9.23786144195,,2.22999162,0.19894687,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5554.02,0.848906,,,,4.531500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h38m47.19s,249.6966397,+64d33m33.05s,64.5591810,172.13800000,11.6180000,9.8900000,11.4712000,2026-04-23,2026-03,2026-04-23
